theta0,theta1
10781.9,-0.0414194
10782.2,-0.0414217
10782.4,-0.041424
10782.7,-0.0414263
10783,-0.0414285
10783.2,-0.0414308
10783.5,-0.041433
10783.7,-0.0414353
10784,-0.0414375
10784.2,-0.0414397
10784.5,-0.0414419
10784.7,-0.0414441
10785,-0.0414462
10785.2,-0.0414484
10785.5,-0.0414506
10785.7,-0.0414527
10786,-0.0414548
10786.2,-0.041457
10786.4,-0.0414591
10786.7,-0.0414612
10786.9,-0.0414632
10787.2,-0.0414653
10787.4,-0.0414674
10787.6,-0.0414694
10787.9,-0.0414715
10788.1,-0.0414735
10788.3,-0.0414755
10788.5,-0.0414776
10788.8,-0.0414796
10789,-0.0414815
10789.2,-0.0414835
10789.5,-0.0414855
10789.7,-0.0414875
10789.9,-0.0414894
10790.1,-0.0414914
10790.3,-0.0414933
10790.6,-0.0414952
10790.8,-0.0414971
10791,-0.041499
10791.2,-0.0415009
10791.4,-0.0415028
10791.6,-0.0415047
10791.9,-0.0415065
10792.1,-0.0415084
10792.3,-0.0415102
10792.5,-0.0415121
10792.7,-0.0415139
10792.9,-0.0415157
10793.1,-0.0415175
10793.3,-0.0415193
10793.5,-0.0415211
10793.7,-0.0415229
10793.9,-0.0415247
10794.1,-0.0415264
10794.3,-0.0415282
10794.5,-0.0415299
10794.7,-0.0415316
10794.9,-0.0415334
10795.1,-0.0415351
10795.3,-0.0415368
10795.5,-0.0415385
10795.7,-0.0415402
10795.9,-0.0415419
10796.1,-0.0415435
10796.3,-0.0415452
10796.5,-0.0415469
10796.6,-0.0415485
10796.8,-0.0415501
10797,-0.0415518
10797.2,-0.0415534
10797.4,-0.041555
10797.6,-0.0415566
10797.8,-0.0415582
10797.9,-0.0415598
10798.1,-0.0415614
10798.3,-0.041563
10798.5,-0.0415645
10798.7,-0.0415661
10798.8,-0.0415676
10799,-0.0415692
10799.2,-0.0415707
10799.4,-0.0415722
10799.5,-0.0415737
10799.7,-0.0415753
10799.9,-0.0415768
10800,-0.0415783
10800.2,-0.0415797
10800.4,-0.0415812
10800.5,-0.0415827
10800.7,-0.0415842
10800.9,-0.0415856
10801,-0.0415871
10801.2,-0.0415885
10801.4,-0.0415899
10801.5,-0.0415914
10801.7,-0.0415928
10801.9,-0.0415942
10802,-0.0415956
10802.2,-0.041597
10802.3,-0.0415984
10802.5,-0.0415998
10802.7,-0.0416011
10802.8,-0.0416025
10803,-0.0416039
10803.1,-0.0416052
10803.3,-0.0416066
10803.4,-0.0416079
10803.6,-0.0416093
10803.7,-0.0416106
10803.9,-0.0416119
10804,-0.0416132
10804.2,-0.0416145
10804.3,-0.0416158
10804.5,-0.0416171
10804.6,-0.0416184
10804.8,-0.0416197
10804.9,-0.041621
10805.1,-0.0416222
10805.2,-0.0416235
10805.4,-0.0416248
10805.5,-0.041626
10805.6,-0.0416272
10805.8,-0.0416285
10805.9,-0.0416297
10806.1,-0.0416309
10806.2,-0.0416321
10806.3,-0.0416334
10806.5,-0.0416346
10806.6,-0.0416358
10806.7,-0.041637
10806.9,-0.0416381
10807,-0.0416393
10807.1,-0.0416405
10807.3,-0.0416417
10807.4,-0.0416428
10807.5,-0.041644
10807.7,-0.0416451
10807.8,-0.0416463
10807.9,-0.0416474
10808.1,-0.0416485
10808.2,-0.0416497
10808.3,-0.0416508
10808.5,-0.0416519
10808.6,-0.041653
10808.7,-0.0416541
10808.8,-0.0416552
10809,-0.0416563
10809.1,-0.0416574
10809.2,-0.0416585
10809.3,-0.0416595
10809.4,-0.0416606
10809.6,-0.0416617
10809.7,-0.0416627
10809.8,-0.0416638
10809.9,-0.0416648
10810,-0.0416659
10810.2,-0.0416669
10810.3,-0.041668
10810.4,-0.041669
10810.5,-0.04167
10810.6,-0.041671
10810.8,-0.041672
10810.9,-0.041673
10811,-0.041674
10811.1,-0.041675
10811.2,-0.041676
10811.3,-0.041677
10811.4,-0.041678
10811.5,-0.041679
10811.7,-0.0416799
10811.8,-0.0416809
10811.9,-0.0416819
10812,-0.0416828
10812.1,-0.0416838
10812.2,-0.0416847
10812.3,-0.0416857
10812.4,-0.0416866
10812.5,-0.0416875
10812.6,-0.0416885
10812.7,-0.0416894
10812.8,-0.0416903
10812.9,-0.0416912
10813,-0.0416921
10813.1,-0.041693
10813.3,-0.0416939
10813.4,-0.0416948
10813.5,-0.0416957
10813.6,-0.0416966
10813.7,-0.0416975
10813.8,-0.0416983
10813.9,-0.0416992
10814,-0.0417001
10814.1,-0.0417009
10814.2,-0.0417018
10814.2,-0.0417027
10814.3,-0.0417035
10814.4,-0.0417044
10814.5,-0.0417052
10814.6,-0.041706
10814.7,-0.0417069
10814.8,-0.0417077
10814.9,-0.0417085
10815,-0.0417093
10815.1,-0.0417101
10815.2,-0.041711
10815.3,-0.0417118
10815.4,-0.0417126
10815.5,-0.0417134
10815.6,-0.0417142
10815.7,-0.0417149
10815.7,-0.0417157
10815.8,-0.0417165
10815.9,-0.0417173
10816,-0.0417181
10816.1,-0.0417188
10816.2,-0.0417196
10816.3,-0.0417204
10816.4,-0.0417211
10816.4,-0.0417219
10816.5,-0.0417226
10816.6,-0.0417234
10816.7,-0.0417241
10816.8,-0.0417249
10816.9,-0.0417256
10817,-0.0417263
10817,-0.0417271
10817.1,-0.0417278
10817.2,-0.0417285
10817.3,-0.0417292
10817.4,-0.0417299
10817.4,-0.0417306
10817.5,-0.0417313
10817.6,-0.0417321
10817.7,-0.0417327
10817.8,-0.0417334
10817.8,-0.0417341
10817.9,-0.0417348
10818,-0.0417355
10818.1,-0.0417362
10818.2,-0.0417369
10818.2,-0.0417375
10818.3,-0.0417382
10818.4,-0.0417389
10818.5,-0.0417395
10818.5,-0.0417402
10818.6,-0.0417409
10818.7,-0.0417415
10818.8,-0.0417422
10818.8,-0.0417428
10818.9,-0.0417435
10819,-0.0417441
10819.1,-0.0417447
10819.1,-0.0417454
10819.2,-0.041746
10819.3,-0.0417466
10819.3,-0.0417472
10819.4,-0.0417479
10819.5,-0.0417485
10819.6,-0.0417491
10819.6,-0.0417497
10819.7,-0.0417503
10819.8,-0.0417509
10819.8,-0.0417515
10819.9,-0.0417521
10820,-0.0417527
10820,-0.0417533
10820.1,-0.0417539
10820.2,-0.0417545
10820.2,-0.0417551
10820.3,-0.0417557
10820.4,-0.0417562
10820.4,-0.0417568
10820.5,-0.0417574
10820.6,-0.0417579
10820.6,-0.0417585
10820.7,-0.0417591
10820.8,-0.0417596
10820.8,-0.0417602
10820.9,-0.0417608
10820.9,-0.0417613
10821,-0.0417619
10821.1,-0.0417624
10821.1,-0.0417629
10821.2,-0.0417635
10821.3,-0.041764
10821.3,-0.0417646
10821.4,-0.0417651
10821.4,-0.0417656
10821.5,-0.0417661
10821.6,-0.0417667
10821.6,-0.0417672
10821.7,-0.0417677
10821.7,-0.0417682
10821.8,-0.0417687
10821.9,-0.0417692
10821.9,-0.0417698
10822,-0.0417703
10822,-0.0417708
10822.1,-0.0417713
10822.1,-0.0417718
10822.2,-0.0417723
10822.3,-0.0417728
10822.3,-0.0417732
10822.4,-0.0417737
10822.4,-0.0417742
10822.5,-0.0417747
10822.5,-0.0417752
10822.6,-0.0417757
10822.6,-0.0417761
10822.7,-0.0417766
10822.7,-0.0417771
10822.8,-0.0417775
10822.9,-0.041778
10822.9,-0.0417785
10823,-0.0417789
10823,-0.0417794
10823.1,-0.0417798
10823.1,-0.0417803
10823.2,-0.0417808
10823.2,-0.0417812
10823.3,-0.0417816
10823.3,-0.0417821
10823.4,-0.0417825
10823.4,-0.041783
10823.5,-0.0417834
10823.5,-0.0417838
10823.6,-0.0417843
10823.6,-0.0417847
10823.7,-0.0417851
10823.7,-0.0417856
10823.8,-0.041786
10823.8,-0.0417864
10823.9,-0.0417868
10823.9,-0.0417873
10824,-0.0417877
10824,-0.0417881
10824.1,-0.0417885
10824.1,-0.0417889
10824.1,-0.0417893
10824.2,-0.0417897
10824.2,-0.0417901
10824.3,-0.0417905
10824.3,-0.0417909
10824.4,-0.0417913
10824.4,-0.0417917
10824.5,-0.0417921
10824.5,-0.0417925
10824.6,-0.0417929
10824.6,-0.0417933
10824.6,-0.0417937
10824.7,-0.041794
10824.7,-0.0417944
10824.8,-0.0417948
10824.8,-0.0417952
10824.9,-0.0417956
10824.9,-0.0417959
10824.9,-0.0417963
10825,-0.0417967
10825,-0.041797
10825.1,-0.0417974
10825.1,-0.0417978
10825.2,-0.0417981
10825.2,-0.0417985
10825.2,-0.0417988
10825.3,-0.0417992
10825.3,-0.0417996
10825.4,-0.0417999
10825.4,-0.0418003
10825.4,-0.0418006
10825.5,-0.041801
10825.5,-0.0418013
10825.6,-0.0418016
10825.6,-0.041802
10825.6,-0.0418023
10825.7,-0.0418027
10825.7,-0.041803
10825.8,-0.0418033
10825.8,-0.0418037
10825.8,-0.041804
10825.9,-0.0418043
10825.9,-0.0418047
10825.9,-0.041805
10826,-0.0418053
10826,-0.0418056
10826,-0.041806
10826.1,-0.0418063
10826.1,-0.0418066
10826.2,-0.0418069
10826.2,-0.0418072
10826.2,-0.0418075
10826.3,-0.0418079
10826.3,-0.0418082
10826.3,-0.0418085
10826.4,-0.0418088
10826.4,-0.0418091
10826.4,-0.0418094
10826.5,-0.0418097
10826.5,-0.04181
10826.5,-0.0418103
10826.6,-0.0418106
10826.6,-0.0418109
10826.6,-0.0418112
10826.7,-0.0418115
10826.7,-0.0418118
10826.7,-0.0418121
10826.8,-0.0418124
10826.8,-0.0418126
10826.8,-0.0418129
10826.9,-0.0418132
10826.9,-0.0418135
10826.9,-0.0418138
10827,-0.0418141
10827,-0.0418143
10827,-0.0418146
10827.1,-0.0418149
10827.1,-0.0418152
10827.1,-0.0418154
10827.2,-0.0418157
10827.2,-0.041816
10827.2,-0.0418162
10827.3,-0.0418165
10827.3,-0.0418168
10827.3,-0.041817
10827.3,-0.0418173
10827.4,-0.0418176
10827.4,-0.0418178
10827.4,-0.0418181
10827.5,-0.0418183
10827.5,-0.0418186
10827.5,-0.0418189
10827.6,-0.0418191
10827.6,-0.0418194
10827.6,-0.0418196
10827.6,-0.0418199
10827.7,-0.0418201
10827.7,-0.0418204
10827.7,-0.0418206
10827.8,-0.0418209
10827.8,-0.0418211
10827.8,-0.0418213
10827.8,-0.0418216
10827.9,-0.0418218
10827.9,-0.0418221
10827.9,-0.0418223
10827.9,-0.0418225
10828,-0.0418228
10828,-0.041823
10828,-0.0418232
10828,-0.0418235
10828.1,-0.0418237
10828.1,-0.0418239
10828.1,-0.0418242
10828.2,-0.0418244
10828.2,-0.0418246
10828.2,-0.0418248
10828.2,-0.0418251
10828.3,-0.0418253
10828.3,-0.0418255
10828.3,-0.0418257
10828.3,-0.0418259
10828.4,-0.0418262
10828.4,-0.0418264
10828.4,-0.0418266
10828.4,-0.0418268
10828.5,-0.041827
10828.5,-0.0418272
10828.5,-0.0418274
10828.5,-0.0418276
10828.6,-0.0418279
10828.6,-0.0418281
10828.6,-0.0418283
10828.6,-0.0418285
10828.6,-0.0418287
10828.7,-0.0418289
10828.7,-0.0418291
10828.7,-0.0418293
10828.7,-0.0418295
10828.8,-0.0418297
10828.8,-0.0418299
10828.8,-0.0418301
10828.8,-0.0418303
10828.9,-0.0418305
10828.9,-0.0418307
10828.9,-0.0418309
10828.9,-0.0418311
10828.9,-0.0418313
10829,-0.0418314
10829,-0.0418316
10829,-0.0418318
10829,-0.041832
10829,-0.0418322
10829.1,-0.0418324
10829.1,-0.0418326
10829.1,-0.0418327
10829.1,-0.0418329
10829.2,-0.0418331
10829.2,-0.0418333
10829.2,-0.0418335
10829.2,-0.0418337
10829.2,-0.0418338
10829.3,-0.041834
10829.3,-0.0418342
10829.3,-0.0418344
10829.3,-0.0418345
10829.3,-0.0418347
10829.4,-0.0418349
10829.4,-0.0418351
10829.4,-0.0418352
10829.4,-0.0418354
10829.4,-0.0418356
10829.5,-0.0418357
10829.5,-0.0418359
10829.5,-0.0418361
10829.5,-0.0418362
10829.5,-0.0418364
10829.5,-0.0418366
10829.6,-0.0418367
10829.6,-0.0418369
10829.6,-0.041837
10829.6,-0.0418372
10829.6,-0.0418374
10829.7,-0.0418375
10829.7,-0.0418377
10829.7,-0.0418378
10829.7,-0.041838
10829.7,-0.0418382
10829.7,-0.0418383
10829.8,-0.0418385
10829.8,-0.0418386
10829.8,-0.0418388
10829.8,-0.0418389
10829.8,-0.0418391
10829.9,-0.0418392
10829.9,-0.0418394
10829.9,-0.0418395
10829.9,-0.0418397
10829.9,-0.0418398
10829.9,-0.04184
10830,-0.0418401
10830,-0.0418403
10830,-0.0418404
10830,-0.0418405
10830,-0.0418407
10830,-0.0418408
10830,-0.041841
10830.1,-0.0418411
10830.1,-0.0418413
10830.1,-0.0418414
10830.1,-0.0418415
10830.1,-0.0418417
10830.1,-0.0418418
10830.2,-0.0418419
10830.2,-0.0418421
10830.2,-0.0418422
10830.2,-0.0418423
10830.2,-0.0418425
10830.2,-0.0418426
10830.3,-0.0418427
10830.3,-0.0418429
10830.3,-0.041843
10830.3,-0.0418431
10830.3,-0.0418433
10830.3,-0.0418434
10830.3,-0.0418435
10830.4,-0.0418437
10830.4,-0.0418438
10830.4,-0.0418439
10830.4,-0.041844
10830.4,-0.0418442
10830.4,-0.0418443
10830.4,-0.0418444
10830.5,-0.0418445
10830.5,-0.0418447
10830.5,-0.0418448
10830.5,-0.0418449
10830.5,-0.041845
10830.5,-0.0418451
10830.5,-0.0418453
10830.6,-0.0418454
10830.6,-0.0418455
10830.6,-0.0418456
10830.6,-0.0418457
10830.6,-0.0418458
10830.6,-0.041846
10830.6,-0.0418461
10830.6,-0.0418462
10830.7,-0.0418463
10830.7,-0.0418464
10830.7,-0.0418465
10830.7,-0.0418466
10830.7,-0.0418468
10830.7,-0.0418469
10830.7,-0.041847
10830.7,-0.0418471
10830.8,-0.0418472
10830.8,-0.0418473
10830.8,-0.0418474
10830.8,-0.0418475
10830.8,-0.0418476
10830.8,-0.0418477
10830.8,-0.0418478
10830.8,-0.0418479
10830.9,-0.041848
10830.9,-0.0418482
10830.9,-0.0418483
10830.9,-0.0418484
10830.9,-0.0418485
10830.9,-0.0418486
10830.9,-0.0418487
10830.9,-0.0418488
10831,-0.0418489
10831,-0.041849
10831,-0.0418491
10831,-0.0418492
10831,-0.0418493
10831,-0.0418494
10831,-0.0418495
10831,-0.0418496
10831,-0.0418497
10831.1,-0.0418498
10831.1,-0.0418499
10831.1,-0.0418499
10831.1,-0.04185
10831.1,-0.0418501
10831.1,-0.0418502
10831.1,-0.0418503
10831.1,-0.0418504
10831.1,-0.0418505
10831.1,-0.0418506
10831.2,-0.0418507
10831.2,-0.0418508
10831.2,-0.0418509
10831.2,-0.041851
10831.2,-0.0418511
10831.2,-0.0418511
10831.2,-0.0418512
10831.2,-0.0418513
10831.2,-0.0418514
10831.3,-0.0418515
10831.3,-0.0418516
10831.3,-0.0418517
10831.3,-0.0418518
10831.3,-0.0418518
10831.3,-0.0418519
10831.3,-0.041852
10831.3,-0.0418521
10831.3,-0.0418522
10831.3,-0.0418523
10831.3,-0.0418523
10831.4,-0.0418524
10831.4,-0.0418525
10831.4,-0.0418526
10831.4,-0.0418527
10831.4,-0.0418527
10831.4,-0.0418528
10831.4,-0.0418529
10831.4,-0.041853
10831.4,-0.0418531
10831.4,-0.0418531
10831.5,-0.0418532
10831.5,-0.0418533
10831.5,-0.0418534
10831.5,-0.0418535
10831.5,-0.0418535
10831.5,-0.0418536
10831.5,-0.0418537
10831.5,-0.0418538
10831.5,-0.0418538
10831.5,-0.0418539
10831.5,-0.041854
10831.5,-0.0418541
10831.6,-0.0418541
10831.6,-0.0418542
10831.6,-0.0418543
10831.6,-0.0418544
10831.6,-0.0418544
10831.6,-0.0418545
10831.6,-0.0418546
10831.6,-0.0418546
10831.6,-0.0418547
10831.6,-0.0418548
10831.6,-0.0418549
10831.6,-0.0418549
10831.7,-0.041855
10831.7,-0.0418551
10831.7,-0.0418551
10831.7,-0.0418552
10831.7,-0.0418553
10831.7,-0.0418553
10831.7,-0.0418554
10831.7,-0.0418555
10831.7,-0.0418555
10831.7,-0.0418556
10831.7,-0.0418557
10831.7,-0.0418557
10831.7,-0.0418558
10831.8,-0.0418559
10831.8,-0.0418559
10831.8,-0.041856
10831.8,-0.0418561
10831.8,-0.0418561
10831.8,-0.0418562
10831.8,-0.0418562
10831.8,-0.0418563
10831.8,-0.0418564
10831.8,-0.0418564
10831.8,-0.0418565
10831.8,-0.0418566
10831.8,-0.0418566
10831.8,-0.0418567
10831.9,-0.0418567
10831.9,-0.0418568
10831.9,-0.0418569
10831.9,-0.0418569
10831.9,-0.041857
10831.9,-0.041857
10831.9,-0.0418571
10831.9,-0.0418571
10831.9,-0.0418572
10831.9,-0.0418573
10831.9,-0.0418573
10831.9,-0.0418574
10831.9,-0.0418574
10831.9,-0.0418575
10831.9,-0.0418575
10832,-0.0418576
10832,-0.0418577
10832,-0.0418577
10832,-0.0418578
10832,-0.0418578
10832,-0.0418579
10832,-0.0418579
10832,-0.041858
10832,-0.041858
10832,-0.0418581
10832,-0.0418581
10832,-0.0418582
10832,-0.0418582
10832,-0.0418583
10832,-0.0418584
10832,-0.0418584
10832,-0.0418585
10832.1,-0.0418585
10832.1,-0.0418586
10832.1,-0.0418586
10832.1,-0.0418587
10832.1,-0.0418587
10832.1,-0.0418588
10832.1,-0.0418588
10832.1,-0.0418589
10832.1,-0.0418589
10832.1,-0.041859
10832.1,-0.041859
10832.1,-0.0418591
10832.1,-0.0418591
10832.1,-0.0418591
10832.1,-0.0418592
10832.1,-0.0418592
10832.1,-0.0418593
10832.1,-0.0418593
10832.2,-0.0418594
10832.2,-0.0418594
10832.2,-0.0418595
10832.2,-0.0418595
10832.2,-0.0418596
10832.2,-0.0418596
10832.2,-0.0418597
10832.2,-0.0418597
10832.2,-0.0418597
10832.2,-0.0418598
10832.2,-0.0418598
10832.2,-0.0418599
10832.2,-0.0418599
10832.2,-0.04186
10832.2,-0.04186
10832.2,-0.0418601
10832.2,-0.0418601
10832.2,-0.0418601
10832.2,-0.0418602
10832.3,-0.0418602
10832.3,-0.0418603
10832.3,-0.0418603
10832.3,-0.0418604
10832.3,-0.0418604
10832.3,-0.0418604
10832.3,-0.0418605
10832.3,-0.0418605
10832.3,-0.0418606
10832.3,-0.0418606
10832.3,-0.0418606
10832.3,-0.0418607
10832.3,-0.0418607
10832.3,-0.0418608
10832.3,-0.0418608
10832.3,-0.0418608
10832.3,-0.0418609
10832.3,-0.0418609
10832.3,-0.041861
10832.3,-0.041861
10832.3,-0.041861
10832.3,-0.0418611
10832.4,-0.0418611
10832.4,-0.0418611
10832.4,-0.0418612
10832.4,-0.0418612
10832.4,-0.0418613
10832.4,-0.0418613
10832.4,-0.0418613
10832.4,-0.0418614
10832.4,-0.0418614
10832.4,-0.0418614
10832.4,-0.0418615
10832.4,-0.0418615
10832.4,-0.0418615
10832.4,-0.0418616
10832.4,-0.0418616
10832.4,-0.0418616
10832.4,-0.0418617
10832.4,-0.0418617
10832.4,-0.0418618
10832.4,-0.0418618
10832.4,-0.0418618
10832.4,-0.0418619
10832.4,-0.0418619
10832.4,-0.0418619
10832.4,-0.041862
10832.5,-0.041862
10832.5,-0.041862
10832.5,-0.0418621
10832.5,-0.0418621
10832.5,-0.0418621
10832.5,-0.0418622
10832.5,-0.0418622
10832.5,-0.0418622
10832.5,-0.0418622
10832.5,-0.0418623
10832.5,-0.0418623
10832.5,-0.0418623
10832.5,-0.0418624
10832.5,-0.0418624
10832.5,-0.0418624
10832.5,-0.0418625
10832.5,-0.0418625
10832.5,-0.0418625
10832.5,-0.0418626
10832.5,-0.0418626
10832.5,-0.0418626
10832.5,-0.0418626
10832.5,-0.0418627
10832.5,-0.0418627
10832.5,-0.0418627
10832.5,-0.0418628
10832.5,-0.0418628
10832.5,-0.0418628
10832.6,-0.0418629
10832.6,-0.0418629
10832.6,-0.0418629
10832.6,-0.0418629
10832.6,-0.041863
10832.6,-0.041863
10832.6,-0.041863
10832.6,-0.0418631
10832.6,-0.0418631
10832.6,-0.0418631
10832.6,-0.0418631
10832.6,-0.0418632
10832.6,-0.0418632
10832.6,-0.0418632
10832.6,-0.0418632
10832.6,-0.0418633
10832.6,-0.0418633
10832.6,-0.0418633
10832.6,-0.0418633
10832.6,-0.0418634
10832.6,-0.0418634
10832.6,-0.0418634
10832.6,-0.0418634
10832.6,-0.0418635
10832.6,-0.0418635
10832.6,-0.0418635
10832.6,-0.0418636
10832.6,-0.0418636
10832.6,-0.0418636
10832.6,-0.0418636
10832.6,-0.0418637
10832.6,-0.0418637
10832.6,-0.0418637
10832.6,-0.0418637
